prompt,classes,answer_index
"fast_hist, evaluate_eval = evaluate_eval, fast_hist
def validate(val_loader, net, criterion, optimizer, curr_epoch, writer):
    """"""
    Runs the validation loop after each training epoch
    val_loader: Data loader for validation
    net: thet network
    criterion: loss fn
    optimizer: optimizer
    curr_epoch: current epoch 
    writer: tensorboard writer
    return: 
    """"""","["""""" 
    net.eval()
    val_loss = AverageMeter()
    mf_score = AverageMeter()
    IOU_acc = 0
    dump_images = []
    heatmap_images = []
    for (vi, data) in enumerate(val_loader):
        (input, mask, edge, img_names) = data
        assert ((len(input.size()) == 4) and (len(mask.size()) == 3))
        assert (input.size()[2:] == mask.size()[1:])
        (h, w) = mask.size()[1:]
        batch_pixel_size = ((input.size(0) * input.size(2)) * input.size(3))
        (input, mask_cuda, edge_cuda) = (input.cuda(), mask.cuda(), edge.cuda())
        with torch.no_grad():
            (seg_out, edge_out) = net(input)
        if args.joint_edgeseg_loss:
            loss_dict = criterion((seg_out, edge_out), (mask_cuda, edge_cuda))
            val_loss.update(sum(loss_dict.values()).item(), batch_pixel_size)
        else:
            val_loss.update(criterion(seg_out, mask_cuda).item(), batch_pixel_size)
        seg_predictions = seg_out.data.max(1)[1].cpu()
        edge_predictions = edge_out.max(1)[0].cpu()
        if ((vi % 20) == 0):
            if (args.local_rank == 0):
                logging.info(('validating: %d / %d' % ((vi + 1), len(val_loader))))
        if ((vi > 10) and args.test_mode):
            break
        _edge = edge.max(1)[0]
        if (vi < 10):
            dump_images.append([mask, seg_predictions, img_names])
            heatmap_images.append([_edge, edge_predictions, img_names])
        IOU_acc += fast_hist(seg_predictions.numpy().flatten(), mask.numpy().flatten(), args.dataset_cls.num_classes)
        del seg_out, edge_out, vi, data
    if (args.local_rank == 0):
        evaluate_eval(args, net, optimizer, val_loss, mf_score, IOU_acc, dump_images, heatmap_images, writer, curr_epoch, args.dataset_cls)
    return val_loss.avg
"""""", """""" 
    net.eval()
    val_loss = AverageMeter()
    mf_score = AverageMeter()
    IOU_acc = 0
    dump_images = []
    heatmap_images = []
    for (vi, data) in enumerate(val_loader):
        (input, mask, edge, img_names) = data
        assert ((len(input.size()) == 4) and (len(mask.size()) == 3))
        assert (input.size()[2:] == mask.size()[1:])
        (h, w) = mask.size()[1:]
        batch_pixel_size = ((input.size(0) * input.size(2)) * input.size(3))
        (input, mask_cuda, edge_cuda) = (input.cuda(), mask.cuda(), edge.cuda())
        with torch.no_grad():
            (seg_out, edge_out) = net(input)
        if args.joint_edgeseg_loss:
            loss_dict = criterion((seg_out, edge_out), (mask_cuda, edge_cuda))
            val_loss.update(sum(loss_dict.values()).item(), batch_pixel_size)
        else:
            val_loss.update(criterion(seg_out, mask_cuda).item(), batch_pixel_size)
        seg_predictions = seg_out.data.max(1)[1].cpu()
        edge_predictions = edge_out.max(1)[0].cpu()
        if ((vi % 20) == 0):
            if (args.local_rank == 0):
                logging.info(('validating: %d / %d' % ((vi + 1), len(val_loader))))
        if ((vi > 10) and args.test_mode):
            break
        _edge = edge.max(1)[0]
        if (vi < 10):
            dump_images.append([mask, seg_predictions, img_names])
            heatmap_images.append([_edge, edge_predictions, img_names])
        IOU_acc += evaluate_eval(seg_predictions.numpy().flatten(), mask.numpy().flatten(), args.dataset_cls.num_classes)
        del seg_out, edge_out, vi, data
    if (args.local_rank == 0):
        fast_hist(args, net, optimizer, val_loss, mf_score, IOU_acc, dump_images, heatmap_images, writer, curr_epoch, args.dataset_cls)
    return val_loss.avg
""""""]",1
"_shift, BeamEditDistance = BeamEditDistance, _shift
def translation_edit_rate(words_hyp: List[str], words_ref: List[str]) -> Tuple[(int, int)]:
    """"""Calculate the translation edit rate.

    :param words_hyp: Tokenized translation hypothesis.
    :param words_ref: Tokenized reference translation.
    :return: tuple (number of edits, length)
    """"""","["""""" 
    n_words_ref = len(words_ref)
    n_words_hyp = len(words_hyp)
    if (n_words_ref == 0):
        trace = (_OP_DEL * n_words_hyp)
        return (n_words_hyp, 0)
    cached_ed = BeamEditDistance(words_ref)
    shifts = 0
    input_words = words_hyp
    checked_candidates = 0
    while True:
        (delta, new_input_words, checked_candidates) = _shift(input_words, words_ref, cached_ed, checked_candidates)
        if (checked_candidates >= _MAX_SHIFT_CANDIDATES):
            break
        if (delta <= 0):
            break
        shifts += 1
        input_words = new_input_words
    (edit_distance, trace) = cached_ed(input_words)
    total_edits = (shifts + edit_distance)
    return (total_edits, n_words_ref)
"""""", """""" 
    n_words_ref = len(words_ref)
    n_words_hyp = len(words_hyp)
    if (n_words_ref == 0):
        trace = (_OP_DEL * n_words_hyp)
        return (n_words_hyp, 0)
    cached_ed = _shift(words_ref)
    shifts = 0
    input_words = words_hyp
    checked_candidates = 0
    while True:
        (delta, new_input_words, checked_candidates) = BeamEditDistance(input_words, words_ref, cached_ed, checked_candidates)
        if (checked_candidates >= _MAX_SHIFT_CANDIDATES):
            break
        if (delta <= 0):
            break
        shifts += 1
        input_words = new_input_words
    (edit_distance, trace) = cached_ed(input_words)
    total_edits = (shifts + edit_distance)
    return (total_edits, n_words_ref)
""""""]",1
"temp_checkout, temp_repo = temp_repo, temp_checkout
@contextlib.contextmanager
def temp_common():
    """"""Initialize a repository in the current path and return a CC. This is
    used to test CC functionality that should work identically regardless of
    local or remote.
    """"""","["""""" 
    with temp_repo() as (repo_path, _):
        with temp_checkout() as (working_path, _):
            cc = svn.common.CommonClient(working_path, svn.constants.LT_PATH)
            (yield (repo_path, working_path, cc))
"""""", """""" 
    with temp_checkout() as (repo_path, _):
        with temp_repo() as (working_path, _):
            cc = svn.common.CommonClient(working_path, svn.constants.LT_PATH)
            (yield (repo_path, working_path, cc))
""""""]",1
"blend, grayscale = grayscale, blend
def contrast_list(var, images):
    """"""
    Perform color contrast on the given list of images.
    Args:
        var (float): variance.
        images (list): list of images to perform color contrast.
    Returns:
        (array): image that performed color contrast.
    """"""","["""""" 
    alpha = (1.0 + np.random.uniform((- var), var))
    out_images = []
    for image in images:
        img_gray = grayscale(image)
        img_gray.fill(np.mean(img_gray[0]))
        out_images.append(blend(image, img_gray, alpha))
    return out_images
"""""", """""" 
    alpha = (1.0 + np.random.uniform((- var), var))
    out_images = []
    for image in images:
        img_gray = blend(image)
        img_gray.fill(np.mean(img_gray[0]))
        out_images.append(grayscale(image, img_gray, alpha))
    return out_images
""""""]",1
"__img_seq_setup, __get_input_type = __get_input_type, __img_seq_setup
def setup_input(args):
    """"""
    Input type can be 
        an image file
        a video file
        a folder with image files
        a folder with bbox (json) files
        ""webcam""
    
    """"""","["""""" 
    image_exts = ('jpg', 'png', 'jpeg', 'bmp')
    video_exts = ('mp4', 'avi', 'mov')
    input_type = __get_input_type(args)
    if (input_type == 'video'):
        cap = cv2.VideoCapture(args.input_path)
        assert cap.isOpened(), f'Failed in opening video: {args.input_path}'
        __video_setup(args)
        return (input_type, cap)
    elif (input_type == 'webcam'):
        cap = cv2.VideoCapture(0)
        return (input_type, cap)
    elif (input_type == 'image_dir'):
        image_list = gnu.get_all_files(args.input_path, image_exts, 'relative')
        image_list = [osp.join(args.input_path, image_name) for image_name in image_list]
        __img_seq_setup(args)
        return (input_type, image_list)
    elif (input_type == 'bbox_dir'):
        __img_seq_setup(args)
        json_files = gnu.get_all_files(args.input_path, '.json', 'relative')
        input_data = list()
        for json_file in json_files:
            json_path = osp.join(args.input_path, json_file)
            (image_path, body_bbox_list, hand_bbox_list) = load_info_from_json(json_path)
            input_data.append(dict(image_path=image_path, hand_bbox_list=hand_bbox_list, body_bbox_list=body_bbox_list))
        return (input_type, input_data)
    else:
        assert False, 'Unknown input type'
"""""", """""" 
    image_exts = ('jpg', 'png', 'jpeg', 'bmp')
    video_exts = ('mp4', 'avi', 'mov')
    input_type = __img_seq_setup(args)
    if (input_type == 'video'):
        cap = cv2.VideoCapture(args.input_path)
        assert cap.isOpened(), f'Failed in opening video: {args.input_path}'
        __video_setup(args)
        return (input_type, cap)
    elif (input_type == 'webcam'):
        cap = cv2.VideoCapture(0)
        return (input_type, cap)
    elif (input_type == 'image_dir'):
        image_list = gnu.get_all_files(args.input_path, image_exts, 'relative')
        image_list = [osp.join(args.input_path, image_name) for image_name in image_list]
        __get_input_type(args)
        return (input_type, image_list)
    elif (input_type == 'bbox_dir'):
        __get_input_type(args)
        json_files = gnu.get_all_files(args.input_path, '.json', 'relative')
        input_data = list()
        for json_file in json_files:
            json_path = osp.join(args.input_path, json_file)
            (image_path, body_bbox_list, hand_bbox_list) = load_info_from_json(json_path)
            input_data.append(dict(image_path=image_path, hand_bbox_list=hand_bbox_list, body_bbox_list=body_bbox_list))
        return (input_type, input_data)
    else:
        assert False, 'Unknown input type'
""""""]",1
"create_task, ParlaiParser = ParlaiParser, create_task
def get_teacher(config) -> Teacher:
    """"""
    Return teacher for use in drawing passages for QA.
    """"""","["""""" 
    parser = ParlaiParser(True, False)
    opt = parser.parse_args(list(chain.from_iterable(((('--' + k), v) for (k, v) in config.teacher.items()))))
    agent = RepeatLabelAgent(opt)
    return create_task(opt, agent).get_task_agent()
"""""", """""" 
    parser = create_task(True, False)
    opt = parser.parse_args(list(chain.from_iterable(((('--' + k), v) for (k, v) in config.teacher.items()))))
    agent = RepeatLabelAgent(opt)
    return ParlaiParser(opt, agent).get_task_agent()
""""""]",1
"_merge_qconfig_dict, get_qconfig_dict = get_qconfig_dict, _merge_qconfig_dict
def get_qconfig_dict_sub_modules(module: torch.nn.Module, sub_module_names: List[str], qconfig):
    """"""
    Get a qconfig_dict that collects all qconfig_dicts from specified sub modules
    """"""","["""""" 
    ret = {}
    for name in sub_module_names:
        sub_module = getattr(module, name)
        sub_qd = get_qconfig_dict(sub_module, qconfig)
        if (sub_qd is not None):
            ret = _merge_qconfig_dict(ret, sub_qd, prefix=name)
    if (not ret):
        ret = None
    return ret
"""""", """""" 
    ret = {}
    for name in sub_module_names:
        sub_module = getattr(module, name)
        sub_qd = _merge_qconfig_dict(sub_module, qconfig)
        if (sub_qd is not None):
            ret = get_qconfig_dict(ret, sub_qd, prefix=name)
    if (not ret):
        ret = None
    return ret
""""""]",1
"StlinkDetectLinuxGeneric, StlinkDetectWindows = StlinkDetectWindows, StlinkDetectLinuxGeneric
def create_mbed_detector(**kwargs):
    """"""Factory used to create host OS specific mbed-lstools object

    :param kwargs: keyword arguments to pass along to the constructors
    @return Returns MbedLsTools object or None if host OS is not supported

    """"""","["""""" 
    host_os = platform.system()
    if (host_os == 'Windows'):
        from .windows import StlinkDetectWindows
        return StlinkDetectWindows(**kwargs)
    elif (host_os == 'Linux'):
        from .linux import StlinkDetectLinuxGeneric
        return StlinkDetectLinuxGeneric(**kwargs)
    elif (host_os == 'Darwin'):
        from .darwin import StlinkDetectDarwin
        return StlinkDetectDarwin(**kwargs)
    else:
        return None
"""""", """""" 
    host_os = platform.system()
    if (host_os == 'Windows'):
        from .windows import StlinkDetectWindows
        return StlinkDetectLinuxGeneric(**kwargs)
    elif (host_os == 'Linux'):
        from .linux import StlinkDetectLinuxGeneric
        return StlinkDetectWindows(**kwargs)
    elif (host_os == 'Darwin'):
        from .darwin import StlinkDetectDarwin
        return StlinkDetectDarwin(**kwargs)
    else:
        return None
""""""]",1
"_msvc_scripterror_policy_lookup, debug = debug, _msvc_scripterror_policy_lookup
def msvc_set_scripterror_policy(MSVC_SCRIPTERROR_POLICY=None):
    """""" Set the default policy when msvc batch file execution errors are detected.

    Args:
        MSVC_SCRIPTERROR_POLICY:
           string representing the policy behavior
           when msvc batch file execution errors are detected or None

    Returns:
        The previous policy is returned when the MSVC_SCRIPTERROR_POLICY argument
        is not None. The active policy is returned when the MSVC_SCRIPTERROR_POLICY
        argument is None.

    """"""","["""""" 
    global _MSVC_SCRIPTERROR_POLICY_DEF
    prev_policy = _MSVC_SCRIPTERROR_POLICY_DEF.symbol
    policy = MSVC_SCRIPTERROR_POLICY
    if (policy is not None):
        _MSVC_SCRIPTERROR_POLICY_DEF = _msvc_scripterror_policy_lookup(policy)
    debug('prev_policy=%s, set_policy=%s, policy.symbol=%s, policy.value=%s', repr(prev_policy), repr(policy), repr(_MSVC_SCRIPTERROR_POLICY_DEF.symbol), repr(_MSVC_SCRIPTERROR_POLICY_DEF.value))
    return prev_policy
"""""", """""" 
    global _MSVC_SCRIPTERROR_POLICY_DEF
    prev_policy = _MSVC_SCRIPTERROR_POLICY_DEF.symbol
    policy = MSVC_SCRIPTERROR_POLICY
    if (policy is not None):
        _MSVC_SCRIPTERROR_POLICY_DEF = debug(policy)
    _msvc_scripterror_policy_lookup('prev_policy=%s, set_policy=%s, policy.symbol=%s, policy.value=%s', repr(prev_policy), repr(policy), repr(_MSVC_SCRIPTERROR_POLICY_DEF.symbol), repr(_MSVC_SCRIPTERROR_POLICY_DEF.value))
    return prev_policy
""""""]",1
"_run_wait_hook, get_browser = get_browser, _run_wait_hook
def assert_element_present(element):
    """"""Assert element is present in the DOM

    Parameters:
    element : element
    """"""","["""""" 
    _add_step('Assert element is present')
    _run_wait_hook()
    assert get_browser().element_is_present(element), f'element {element} is not present'
"""""", """""" 
    _add_step('Assert element is present')
    get_browser()
    assert _run_wait_hook().element_is_present(element), f'element {element} is not present'
""""""]",1
"get_dependencies, get_inputs = get_inputs, get_dependencies
def _install_action_function(_env, node):
    """"""Install files using the install or copy commands""""""","["""""" 
    return {'outputs': get_outputs(node), 'rule': get_rule(node, 'INSTALL'), 'inputs': get_inputs(node), 'implicit': get_dependencies(node)}
"""""", """""" 
    return {'outputs': get_outputs(node), 'rule': get_rule(node, 'INSTALL'), 'inputs': get_dependencies(node), 'implicit': get_inputs(node)}
""""""]",1
"squareform, pdist = pdist, squareform
def recover_closest_one_dataset(feature_matrix_all, image_paths, save_path, n_image_samples=10, n_closest=3):
    """"""
    Provide sample recoveries.

    Args:
        feature_matrix_all: np.ndarray [n_samples x embed_dim], full data embedding of test samples.
        image_paths:        list [n_samples], list of datapaths corresponding to <feature_matrix_all>
        save_path:          str, where to store sample image.
        n_image_samples:    Number of sample recoveries.
        n_closest:          Number of closest recoveries to show.
    Returns:
        Nothing!
    """"""","["""""" 
    image_paths = np.array([x[0] for x in image_paths])
    sample_idxs = np.random.choice(np.arange(len(feature_matrix_all)), n_image_samples)
    closest_feature_idxs = squareform(pdist(feature_matrix_all)).argsort(1)[:, :(n_closest + 1)]
    sample_paths = image_paths[closest_feature_idxs][sample_idxs]
    (f, axes) = plt.subplots(n_image_samples, (n_closest + 1))
    for (i, (ax, plot_path)) in enumerate(zip(axes.reshape((- 1)), sample_paths.reshape((- 1)))):
        ax.imshow(np.array(Image.open(plot_path)))
        ax.set_xticks([])
        ax.set_yticks([])
        if (i % (n_closest + 1)):
            ax.axvline(x=0, color='g', linewidth=13)
        else:
            ax.axvline(x=0, color='r', linewidth=13)
    f.set_size_inches(10, 20)
    f.tight_layout()
    f.savefig(save_path)
    plt.close()
"""""", """""" 
    image_paths = np.array([x[0] for x in image_paths])
    sample_idxs = np.random.choice(np.arange(len(feature_matrix_all)), n_image_samples)
    closest_feature_idxs = pdist(squareform(feature_matrix_all)).argsort(1)[:, :(n_closest + 1)]
    sample_paths = image_paths[closest_feature_idxs][sample_idxs]
    (f, axes) = plt.subplots(n_image_samples, (n_closest + 1))
    for (i, (ax, plot_path)) in enumerate(zip(axes.reshape((- 1)), sample_paths.reshape((- 1)))):
        ax.imshow(np.array(Image.open(plot_path)))
        ax.set_xticks([])
        ax.set_yticks([])
        if (i % (n_closest + 1)):
            ax.axvline(x=0, color='g', linewidth=13)
        else:
            ax.axvline(x=0, color='r', linewidth=13)
    f.set_size_inches(10, 20)
    f.tight_layout()
    f.savefig(save_path)
    plt.close()
""""""]",1
"ConvertCompletionDataToVimData, ToUnicode = ToUnicode, ConvertCompletionDataToVimData
def _FilterToMatchingCompletions(completed_item, completions):
    """"""Filter to completions matching the item Vim said was completed""""""","["""""" 
    match_keys = ['word', 'abbr', 'menu', 'info']
    matched_completions = []
    for completion in completions:
        item = ConvertCompletionDataToVimData(completion)

        def matcher(key):
            return (ToUnicode(completed_item.get(key, '')) == ToUnicode(item.get(key, '')))
        if all((matcher(i) for i in match_keys)):
            matched_completions.append(completion.get('extra_data', {}))
    return matched_completions
"""""", """""" 
    match_keys = ['word', 'abbr', 'menu', 'info']
    matched_completions = []
    for completion in completions:
        item = ToUnicode(completion)

        def matcher(key):
            return (ConvertCompletionDataToVimData(completed_item.get(key, '')) == ConvertCompletionDataToVimData(item.get(key, '')))
        if all((matcher(i) for i in match_keys)):
            matched_completions.append(completion.get('extra_data', {}))
    return matched_completions
""""""]",1
"model, accuracy = accuracy, model
def evaluate(test_loader, model, criterion, n_iter=(- 1), verbose=False, device='cuda'):
    """"""
    Standard evaluation loop.
    """"""","["""""" 
    n_iter = (len(test_loader) if (n_iter == (- 1)) else n_iter)
    modulo = (0 if verbose else (- 1))
    batch_time = AverageMeter('Time', ':6.3f')
    losses = AverageMeter('Loss', ':.4e')
    top1 = AverageMeter('Acc@1', ':6.2f')
    top5 = AverageMeter('Acc@5', ':6.2f')
    progress = ProgressMeter(len(test_loader), batch_time, losses, top1, top5, prefix='Test: ')
    model.eval()
    with torch.no_grad():
        end = time.time()
        for (i, (input, target)) in enumerate(test_loader):
            if (i >= n_iter):
                break
            input = (input.cuda() if (device == 'cuda') else input)
            target = (target.cuda() if (device == 'cuda') else target)
            output = model(input)
            loss = criterion(output, target)
            (acc1, acc5) = accuracy(output, target, topk=(1, 5))
            losses.update(loss.item(), input.size(0))
            top1.update(acc1[0], input.size(0))
            top5.update(acc5[0], input.size(0))
            batch_time.update((time.time() - end))
            end = time.time()
            if ((i % 10) == modulo):
                progress.print(i)
        return top1.avg
"""""", """""" 
    n_iter = (len(test_loader) if (n_iter == (- 1)) else n_iter)
    modulo = (0 if verbose else (- 1))
    batch_time = AverageMeter('Time', ':6.3f')
    losses = AverageMeter('Loss', ':.4e')
    top1 = AverageMeter('Acc@1', ':6.2f')
    top5 = AverageMeter('Acc@5', ':6.2f')
    progress = ProgressMeter(len(test_loader), batch_time, losses, top1, top5, prefix='Test: ')
    accuracy.eval()
    with torch.no_grad():
        end = time.time()
        for (i, (input, target)) in enumerate(test_loader):
            if (i >= n_iter):
                break
            input = (input.cuda() if (device == 'cuda') else input)
            target = (target.cuda() if (device == 'cuda') else target)
            output = accuracy(input)
            loss = criterion(output, target)
            (acc1, acc5) = model(output, target, topk=(1, 5))
            losses.update(loss.item(), input.size(0))
            top1.update(acc1[0], input.size(0))
            top5.update(acc5[0], input.size(0))
            batch_time.update((time.time() - end))
            end = time.time()
            if ((i % 10) == modulo):
                progress.print(i)
        return top1.avg
""""""]",1
"get_box, get_smpl_color = get_smpl_color, get_box
def vis_frame_smpl(frame, im_res, smpl_output, opt, vis_thres):
    """"""
    frame: frame image
    im_res: result dict
    smpl_output: predictions

    return rendered image
    """"""","["""""" 
    from .render_pytorch3d import render_mesh
    img = frame.copy()
    (height, width) = img.shape[:2]
    img_size = (height, width)
    focal = np.array([1000, 1000])
    all_transl = smpl_output['transl'].detach()
    vertices = smpl_output['pred_vertices'].detach()
    smpl_faces = smpl_output['smpl_faces']
    for (n_human, human) in enumerate(im_res['result']):
        kp_preds = human['keypoints']
        kp_scores = human['kp_score']
        score = human['bbox_score']
        if (score < 0.3):
            continue
        bbox = human['crop_box']
        bbox_w = bbox[2]
        bbox = [bbox[0], (bbox[0] + bbox[2]), bbox[1], (bbox[1] + bbox[3])]
        if (opt.pose_track or opt.tracking):
            while isinstance(human['idx'], list):
                human['idx'].sort()
                human['idx'] = human['idx'][0]
            color = get_smpl_color(int(abs(human['idx'])))
        else:
            color = [int((0.65098039 * 255)), int((0.74117647 * 255)), int((0.85882353 * 255))]
        if opt.showbox:
            if ('crop_box' not in human.keys()):
                from trackers.PoseFlow.poseflow_infer import get_box
                keypoints = []
                for n in range(kp_scores.shape[0]):
                    keypoints.append(float(kp_preds[(n, 0)]))
                    keypoints.append(float(kp_preds[(n, 1)]))
                    keypoints.append(float(kp_scores[n]))
                bbox = get_box(keypoints, height, width)
            cv2.rectangle(img, (int(bbox[0]), int(bbox[2])), (int(bbox[1]), int(bbox[3])), color, 2)
            if opt.tracking:
                cv2.putText(img, str(human['idx']), (int(bbox[0]), int((bbox[2] + 26))), DEFAULT_FONT, 1, BLACK, 2)
        transl = all_transl[[n_human]]
        vert = vertices[[n_human]]
        img = vis_smpl_3d(vert, transl, img, bbox_w, smpl_faces, render_mesh, color=color)
    return img
"""""", """""" 
    from .render_pytorch3d import render_mesh
    img = frame.copy()
    (height, width) = img.shape[:2]
    img_size = (height, width)
    focal = np.array([1000, 1000])
    all_transl = smpl_output['transl'].detach()
    vertices = smpl_output['pred_vertices'].detach()
    smpl_faces = smpl_output['smpl_faces']
    for (n_human, human) in enumerate(im_res['result']):
        kp_preds = human['keypoints']
        kp_scores = human['kp_score']
        score = human['bbox_score']
        if (score < 0.3):
            continue
        bbox = human['crop_box']
        bbox_w = bbox[2]
        bbox = [bbox[0], (bbox[0] + bbox[2]), bbox[1], (bbox[1] + bbox[3])]
        if (opt.pose_track or opt.tracking):
            while isinstance(human['idx'], list):
                human['idx'].sort()
                human['idx'] = human['idx'][0]
            color = get_box(int(abs(human['idx'])))
        else:
            color = [int((0.65098039 * 255)), int((0.74117647 * 255)), int((0.85882353 * 255))]
        if opt.showbox:
            if ('crop_box' not in human.keys()):
                from trackers.PoseFlow.poseflow_infer import get_box
                keypoints = []
                for n in range(kp_scores.shape[0]):
                    keypoints.append(float(kp_preds[(n, 0)]))
                    keypoints.append(float(kp_preds[(n, 1)]))
                    keypoints.append(float(kp_scores[n]))
                bbox = get_smpl_color(keypoints, height, width)
            cv2.rectangle(img, (int(bbox[0]), int(bbox[2])), (int(bbox[1]), int(bbox[3])), color, 2)
            if opt.tracking:
                cv2.putText(img, str(human['idx']), (int(bbox[0]), int((bbox[2] + 26))), DEFAULT_FONT, 1, BLACK, 2)
        transl = all_transl[[n_human]]
        vert = vertices[[n_human]]
        img = vis_smpl_3d(vert, transl, img, bbox_w, smpl_faces, render_mesh, color=color)
    return img
""""""]",1
"CurrentLineContents, CurrentColumn = CurrentColumn, CurrentLineContents
def CurrentLineContentsAndCodepointColumn():
    """"""Returns the line contents as a unicode string and the 0-based current
  column as a codepoint offset. If the current column is outside the line,
  returns the column position at the end of the line.""""""","["""""" 
    line = CurrentLineContents()
    byte_column = CurrentColumn()
    column = (ByteOffsetToCodepointOffset(line, (byte_column + 1)) - 1)
    return (line, column)
"""""", """""" 
    line = CurrentColumn()
    byte_column = CurrentLineContents()
    column = (ByteOffsetToCodepointOffset(line, (byte_column + 1)) - 1)
    return (line, column)
""""""]",1
"get_browser, _step = _step, get_browser
def select_option_by_text(element, text):
    """"""Select an option from a select dropdown by text.

    Parameters:
    element : element
    text : value
    """"""","["""""" 
    element = get_browser().find(element)
    with _step(f""Select option '{text}' from element {element.name}""):
        element.select.select_by_visible_text(text)
"""""", """""" 
    element = _step().find(element)
    with get_browser(f""Select option '{text}' from element {element.name}""):
        element.select.select_by_visible_text(text)
""""""]",1
"conv2d_fixed_padding, projection_shortcut = projection_shortcut, conv2d_fixed_padding
def _building_block_v2(inputs, filters, training, projection_shortcut, strides, data_format):
    """"""A single block for ResNet v2, without a bottleneck.

  Batch normalization then ReLu then convolution as described by:
    Identity Mappings in Deep Residual Networks
    https://arxiv.org/pdf/1603.05027.pdf
    by Kaiming He, Xiangyu Zhang, Shaoqing Ren, and Jian Sun, Jul 2016.

  Args:
    inputs: A tensor of size [batch, channels, height_in, width_in] or
      [batch, height_in, width_in, channels] depending on data_format.
    filters: The number of filters for the convolutions.
    training: A Boolean for whether the model is in training or inference
      mode. Needed for batch normalization.
    projection_shortcut: The function to use for projection shortcuts
      (typically a 1x1 convolution when downsampling the input).
    strides: The block's stride. If greater than 1, this block will ultimately
      downsample the input.
    data_format: The input format ('channels_last' or 'channels_first').

  Returns:
    The output tensor of the block; shape should match inputs.
  """"""","["""""" 
    shortcut = inputs
    inputs = batch_norm(inputs, training, data_format)
    inputs = tf.nn.relu(inputs)
    if (projection_shortcut is not None):
        shortcut = projection_shortcut(inputs)
    inputs = conv2d_fixed_padding(inputs=inputs, filters=filters, kernel_size=3, strides=strides, data_format=data_format)
    inputs = batch_norm(inputs, training, data_format)
    inputs = tf.nn.relu(inputs)
    inputs = conv2d_fixed_padding(inputs=inputs, filters=filters, kernel_size=3, strides=1, data_format=data_format)
    return (inputs + shortcut)
"""""", """""" 
    shortcut = inputs
    inputs = batch_norm(inputs, training, data_format)
    inputs = tf.nn.relu(inputs)
    if (conv2d_fixed_padding is not None):
        shortcut = conv2d_fixed_padding(inputs)
    inputs = projection_shortcut(inputs=inputs, filters=filters, kernel_size=3, strides=strides, data_format=data_format)
    inputs = batch_norm(inputs, training, data_format)
    inputs = tf.nn.relu(inputs)
    inputs = projection_shortcut(inputs=inputs, filters=filters, kernel_size=3, strides=1, data_format=data_format)
    return (inputs + shortcut)
""""""]",1
"_parse_installed_version, _is_version_valid = _is_version_valid, _parse_installed_version
def check_dependency(dependency_name: str, dependency_spec: DependencySpec, namespace: str=None, saved_versions: Dict[(str, LooseVersion)]=None) -> Tuple[(bool, LooseVersion)]:
    """"""
    Check if dependency defined by given DependencySpec is valid
    :param dependency_name: name of dependency to check
    :param dependency_spec: specification of dependency to check
    :param namespace: k8s namespace where server component of checked dependency is located
    :param saved_versions: dict containing saved versions from previous dependency check. If provided, saved version
    will be used instead of running command to check version of dependency
    :return: a tuple of validation status and installed version
    """"""","["""""" 
    if namespace:
        for (i, arg) in enumerate(dependency_spec.version_command_args):
            dependency_spec.version_command_args[i] = arg.replace(NAMESPACE_PLACEHOLDER, namespace)
    if (saved_versions and saved_versions.get(dependency_name)):
        log.debug(f'Reading {dependency_name} version from saved verify result.')
        return (_is_version_valid(saved_versions[dependency_name], dependency_spec.expected_version, dependency_spec.match_exact_version), saved_versions[dependency_name])
    try:
        (output, exit_code, log_output) = dependency_spec.version_command(dependency_spec.version_command_args)
        if (exit_code != 0):
            raise RuntimeError
    except RuntimeError as e:
        raise RuntimeError(Texts.VERSION_CMD_FAIL_MSG.format(version_cmd=dependency_spec.version_command, version_cmd_args=dependency_spec.version_command_args, output=log_output)) from e
    if dependency_spec.version_field:
        installed_version = _parse_installed_version(output, version_field=dependency_spec.version_field)
    else:
        installed_version = LooseVersion(output.strip())
    return (_is_version_valid(installed_version=installed_version, expected_version=dependency_spec.expected_version, match_exact_version=dependency_spec.match_exact_version), installed_version)
"""""", """""" 
    if namespace:
        for (i, arg) in enumerate(dependency_spec.version_command_args):
            dependency_spec.version_command_args[i] = arg.replace(NAMESPACE_PLACEHOLDER, namespace)
    if (saved_versions and saved_versions.get(dependency_name)):
        log.debug(f'Reading {dependency_name} version from saved verify result.')
        return (_parse_installed_version(saved_versions[dependency_name], dependency_spec.expected_version, dependency_spec.match_exact_version), saved_versions[dependency_name])
    try:
        (output, exit_code, log_output) = dependency_spec.version_command(dependency_spec.version_command_args)
        if (exit_code != 0):
            raise RuntimeError
    except RuntimeError as e:
        raise RuntimeError(Texts.VERSION_CMD_FAIL_MSG.format(version_cmd=dependency_spec.version_command, version_cmd_args=dependency_spec.version_command_args, output=log_output)) from e
    if dependency_spec.version_field:
        installed_version = _is_version_valid(output, version_field=dependency_spec.version_field)
    else:
        installed_version = LooseVersion(output.strip())
    return (_parse_installed_version(installed_version=installed_version, expected_version=dependency_spec.expected_version, match_exact_version=dependency_spec.match_exact_version), installed_version)
""""""]",1
